PMID,Title,Abstract,Authors,Journal,Year,Keywords,URL,Affiliations
24759085,UV signaling pathways within the skin.,"The effects of UVR on the skin include tanning, carcinogenesis, immunomodulation, and synthesis of vitamin D, among others. Melanocortin 1 receptor polymorphisms correlate with skin pigmentation, UV sensitivity, and skin cancer risk. This article reviews pathways through which UVR induces cutaneous stress and the pigmentation response. Modulators of the UV-tanning pathway include sunscreen agents, melanocortin 1 receptor activators, adenylate cyclase activators, phosphodiesterase 4D3 inhibitors, T-oligos, and microphthalmia-associated transcription factor regulators such as histone deacetylase inhibitors. UVR, as one of the most ubiquitous carcinogens, represents both a challenge and an enormous opportunity in skin cancer prevention.","Chen Hongxiang, Weng Qing Y, Fisher David E",The Journal of investigative dermatology,2014,"Adenylyl Cyclases, Animals, Humans, Melanins, Microphthalmia-Associated Transcription Factor, Mutation, Protein Processing, Post-Translational, Receptor, Melanocortin, Type 1, Signal Transduction, Skin, Skin Neoplasms, Tanning, Tumor Suppressor Protein p53, Ultraviolet Rays",https://pubmed.ncbi.nlm.nih.gov/24759085/,"Cutaneous Biology Research Center, Department of Dermatology, Massachusetts General Hospital, Harvard Medical School, Boston, Massachusetts, USA.; Cutaneous Biology Research Center, Department of Dermatology, Massachusetts General Hospital, Harvard Medical School, Boston, Massachusetts, USA. Electronic address: dfisher3@partners.org.; Cutaneous Biology Research Center, Department of Dermatology, Massachusetts General Hospital, Harvard Medical School, Boston, Massachusetts, USA; Department of Dermatology, Union Hospital, Tongji Medical College, Huazhong University of Science and Technology, Wuhan, China."
15979202,Worldwide polymorphism at the MC1R locus and normal pigmentation variation in humans.,"While there have been many advances in our understanding of the genetics of pathological skin pigmentation in humans, our knowledge about what determines variation in normal skin color is still incomplete. Variation in one gene, melanocortin 1 receptor (MC1R), has been associated with red hair and fair skin in Europeans. However, this gene might also play an important role in shaping pigmentation of other human populations, where it experiences different selective pressures. Below we review what is currently known about polymorphism and selection at the MC1R coding and promoter regions in human populations, the pattern of MC1R evolution in nonhuman primates, and the interaction of MC1R with other genes.","Makova Kateryna, Norton Heather",Peptides,2005,"Africa, Animals, Asia, Europe, Genetic Markers, Genetic Variation, Humans, Polymorphism, Genetic, Receptor, Melanocortin, Type 1, Skin Pigmentation",https://pubmed.ncbi.nlm.nih.gov/15979202/,"Department of Biology, The Pennsylvania State University, 518 Mueller Lab, University Park, PA 16802, USA. kdm16@psu.edu"
33751833,Chemical and biochemical control of skin pigmentation with special emphasis on mixed melanogenesis.,"Melanins are widely distributed in animals and plants; in vertebrates, most melanins are present on the body surface. The diversity of pigmentation in vertebrates is mainly attributed to the quantity and ratio of eumelanin and pheomelanin synthesis. Most natural melanin pigments in animals consist of both eumelanin and pheomelanin in varying ratios, and thus, their combined synthesis is called ""mixed melanogenesis."" Gene expression is an established mechanism for controlling melanin synthesis; however, there are multiple factors that affect melanin synthesis besides gene expression. Due to the differential sensitivity of the eumelanin and pheomelanin synthetic pathways to pH, melanosomal pH likely plays a major role in mixed melanogenesis. Here, we focused on various factors affecting mixed melanogenesis including (1) chemical regulation of melanin synthesis, (2) melanosomal pH regulation during normal melanogenesis and effect on mixed melanogenesis, and (3) mechanisms of melanosomal pH control (proton pumps, channels, transporters, and signaling pathways).","Wakamatsu Kazumasa, Zippin Jonathan H, Ito Shosuke",Pigment cell & melanoma research,2021,"Animals, Cysteine, Humans, Kinetics, Melanins, Melanosomes, Monophenol Monooxygenase, Skin Pigmentation",https://pubmed.ncbi.nlm.nih.gov/33751833/,"Department of Dermatology, Joan and Sanford I. Weill Medical College of Cornell University, New York, NY, USA.; Institute for Melanin Chemistry, Fujita Health University, Toyoake, Japan."
21749400,Melanocortin 1 receptor variants: functional role and pigmentary associations.,"The significance of human cutaneous pigmentation lies in its protective role against sun-induced DNA damage and photocarcinogenesis. Fair skin and red hair are characterized by a low eumelanin to pheomelanin ratio, and have been associated with increased risk of skin cancer. Cutaneous pigmentation is a complex genetic trait, with more than 120 genes involved in its regulation, among which the melanocortin 1 receptor gene (MC1R) plays a key role. Although a large number of single nucleotide polymorphisms (SNPs) have been identified in pigmentation genes, very few SNPs have been examined in relation to human pigmentary phenotypes and skin cancer risk. Recent GWAS have identified new candidate determinants of pigmentation traits, but MC1R remains the best characterized genetic determinant of human skin and hair pigmentation as well as the more firmly validated low-penetrance skin cancer susceptibility gene. In this review, we will address how the melanocortin system regulates pigmentation, the effect of MC1R variants on the physiologic function of the MC1 receptor, and how specific MC1R variants are associated with distinct human pigmentation phenotypes.","Dessinioti Clio, Antoniou Christina, Katsambas Andreas, Stratigos Alexander J",Photochemistry and photobiology,2011,"Animals, Genes, Regulator, Genetic Predisposition to Disease, Genome-Wide Association Study, Hair, Hair Color, Humans, Melanins, Melanocytes, Mice, Phenotype, Polymorphism, Single Nucleotide, Protein Isoforms, Receptor, Melanocortin, Type 1, Skin, Skin Neoplasms, Skin Pigmentation, Ultraviolet Rays",https://pubmed.ncbi.nlm.nih.gov/21749400/,"1st Department of Dermatology, University of Athens, Andreas Sygros Hospital, Athens, Greece. cliodes@hotmail.com"
29968341,Hierarchical modeling of melanocortin 1 receptor variants with skin cancer risk.,"The human MC1R gene is highly polymorphic among lightly pigmented populations, and several variants in the MC1R gene have been associated with increased risk of both melanoma and nonmelanoma skin cancers. The functional consequences of MC1R gene variants have been studied in vitro and in vivo in postulated causal pathways, such as G-protein-coupled signaling transduction, pigmentation, immune response, inflammatory response, cell proliferation, and extracellular matrix adhesion. In a case-control study nested within the Nurses' Health Study, we utilized hierarchical modeling approaches, incorporating quantitative information from these functional studies, to examine the association between particular MC1R alleles and the risk of skin cancers. Different prior matrices were constructed according to the phenotypic associations in controls, cell surface expression, and enzymatic kinetics. Our results showed the parameter variance estimates of each single nucleotide polymorphism (SNP) were smaller when using a hierarchical modeling approach compared to standard multivariable regression. Estimates of second-level parameters gave information about the relative importance of MC1R effects on different pathways, and odds ratio estimates changed depending on prior models (e.g., the change ranged from -21% to 7% for melanoma risk assessment). In addition, the estimates of prior model hyperparameters in the hierarchical modeling approach allow us to determine the relevance of individual pathways on the risk of each of the skin cancer types. In conclusion, hierarchical modeling provides a useful analytic approach in addition to the widely used conventional models in genetic association studies that can incorporate measures of allelic function.","Joshi Amit D, Li Xin, Kraft Peter, Han Jiali",Genetic epidemiology,2018,"Adult, Case-Control Studies, Female, Genetic Predisposition to Disease, Humans, Middle Aged, Models, Genetic, Multivariate Analysis, Polymorphism, Single Nucleotide, Receptor, Melanocortin, Type 1, Risk Factors, Skin Neoplasms",https://pubmed.ncbi.nlm.nih.gov/29968341/,"Department of Epidemiology, Harvard T.H. Chan School of Public Health, Boston, Massachusetts, United States of America.; Department of Epidemiology, Richard M. Fairbanks School of Public Health, Indiana University, Indianapolis, Indiana, United States of America."
35955479,Implication of Melanocortin Receptor Genes in the Familial Comorbidity of Type 2 Diabetes and Depression.,"The melanocortin receptors are G-protein-coupled receptors, which are essential components of the hypothalamic-pituitary-adrenal axis, and they mediate the actions of melanocortins (melanocyte-stimulating hormones: α-MSH, β-MSH, and γ-MSH) as well as the adrenocorticotropin hormone (ACTH) in skin pigmentation, adrenal steroidogenesis, and stress response. Three melanocortin receptor genes (<i>MC1R</i>, <i>MC2R</i>, and <i>MC5R</i>) contribute to the risk of major depressive disorder (MDD), and one melanocortin receptor gene (<i>MC4R</i>) contributes to the risk of type 2 diabetes (T2D). MDD increases T2D risk in drug-naïve patients; thus, MDD and T2D commonly coexist. The five melanocortin receptor genes might confer risk for both disorders. However, they have never been investigated jointly to evaluate their potential contributing roles in the MDD-T2D comorbidity, specifically within families. In 212 Italian families with T2D and MDD, we tested 11 single nucleotide polymorphisms (SNPs) in the <i>MC1R</i> gene, 9 SNPs in <i>MC2R</i>, 3 SNPs in <i>MC3R</i>, 4 SNPs in <i>MC4R</i>, and 2 SNPs in <i>MC5R</i>. The testing used 2-point parametric linkage and linkage disequilibrium (LD) (i.e., association) analysis with four models (dominant with complete penetrance (D1), dominant with incomplete penetrance (D2), recessive with complete penetrance (R1), and recessive with incomplete penetrance (R2)). We detected significant (<i>p</i> ≤ 0.05) linkage and/or LD (i.e., association) to/with MDD for one SNP in <i>MC2R</i> (rs111734014) and one SNP in <i>MC5R</i> (rs2236700), and to/with T2D for three SNPs in <i>MC1R</i> (rs1805007 and rs201192930, and rs2228479), one SNP in <i>MC2R</i> (rs104894660), two SNPs in <i>MC3R</i> (rs3746619 and rs3827103), and one SNP in <i>MC4R</i> genes (Chr18-60372302). The linkage/LD/association was significant across different linkage patterns and different modes of inheritance. All reported variants are novel in MDD and T2D. This is the first study to report risk variants in <i>MC1R</i>, <i>MC2R</i>, and <i>MC3R</i> genes in T2D. <i>MC2R</i> and <i>MC5R</i> genes are replicated in MDD, with one novel variant each. Within our dataset, only the <i>MC2R</i> gene appears to confer risk for both MDD and T2D, albeit with different risk variants. To further clarity the role of the melanocortin receptor genes in MDD-T2D, these findings should be sought among other ethnicities as well.","Amin Mutaz, Ott Jurg, Wu Rongling, Postolache Teodor T, Gragnoli Claudia",International journal of molecular sciences,2022,"Comorbidity, Depression, Depressive Disorder, Major, Diabetes Mellitus, Type 2, Humans, Hypothalamo-Hypophyseal System, Melanocortins, Pituitary-Adrenal System, Receptors, Melanocortin",https://pubmed.ncbi.nlm.nih.gov/35955479/,"Department of Statistics and Department of Public Health Sciences, Penn State College of Medicine, Hershey, PA 17033, USA.; Division of Endocrinology, Department of Medicine, Sidney Kimmel Medical College, Thomas Jefferson University, Philadelphia, PA 19107, USA.; Institut National de la Santé et de la Recherche Médicale (INSERM), US14-Orphanet, 75014 Paris, France.; Laboratory of Statistical Genetics, Rockefeller University, New York City, NY 10065, USA.; Mood and Anxiety Program, Department of Psychiatry, University of Maryland School of Medicine, Baltimore, MD 21201, USA."
12394181,"Skin colour and skin cancer - MC1R, the genetic link.","Pigmentary traits such as red hair, fair skin, lack of tanning ability and propensity to freckle (the RHC phenotype) have been identified as genetic risk factors for both melanoma and non-melanocytic skin cancers when combined with the environmental risk factor of high ultraviolet light exposure. The human melanocortin-1 receptor (MC1R) is a key determinant of the pigmentation process and can account in large part for the diverse range of variation in human pigmentation phenotypes and skin phototypes. The coding sequence is highly polymorphic in human populations, with several of these variant forms of the receptor now known to be associated with the RHC phenotype. We have examined variant allele frequencies in the general population and in a collection of adolescent dizygotic and monozygotic twins with defined pigmentation characteristics. Variant allele frequencies have also been determined in several case-control studies of sporadic melanoma, basal cell carcinoma and squamous cell carcinoma, and in familial melanoma kindreds collected within Australia. These studies have shown that three RHC alleles - Arg151Cys, Arg160Trp and Asp294His - were associated with increased risk in all forms of skin cancer and with penetrance and age of onset in familial melanoma in mutation carriers. There is a significant RHC allele heterozygote carrier effect on skin phototype and skin cancer risk, which indicates that variant alleles do not behave in a strictly recessive manner. Ultimately, the genetic and chemical assessment of melanin synthesis rather than skin colour will be the best indicator for skin cancer risk, and such genetic association studies combined with functional analysis of variant alleles should provide the link to understanding skin phototypes.",Sturm R A,Melanoma research,2002,"Alleles, Amino Acid Sequence, Arginine, Aspartic Acid, Base Sequence, Case-Control Studies, Cystine, Genotype, Histidine, Humans, Models, Genetic, Molecular Sequence Data, Phenotype, Polymorphism, Genetic, Receptors, Corticotropin, Receptors, Melanocortin, Signal Transduction, Skin Neoplasms, Skin Pigmentation, Tryptophan, Twins, Twins, Dizygotic, Twins, Monozygotic, Ultraviolet Rays",https://pubmed.ncbi.nlm.nih.gov/12394181/,"Institute for Moleular Bioscience, University of Queensland, Brisbane, Australia. R.Sturm@imb.uq.edu.au"
12789280,Genetics of melanoma predisposition.,"Predisposition to melanoma is genetically heterogeneous. Two high penetrance susceptibility genes, CDKN2A and CDK4, have so far been identified and mapping is ongoing to localize and identify others. With the advent of a catalogue of millions of potential DNA polymorphisms, attention is now also being focused on identification of genes that confer a more modest contribution to melanoma risk, such as those encoding proteins involved in pigmentation, DNA repair, cell growth and differentiation or detoxification of metabolites. One such pigmentation gene, MC1R, has not only been found to be a low penetrance melanoma gene but has also been shown to act as a genetic modifier of melanoma risk in individuals carrying CDKN2A mutations. Most recently, an environmental agent, ultraviolet radiation, has also been established as a modifier of melanoma risk in CDKN2A mutation carriers. Hence, melanoma is turning out to be an excellent paradigm for studying gene-gene and gene-environment interactions.",Hayward Nicholas K,Oncogene,2003,"Cyclin-Dependent Kinase 4, Cyclin-Dependent Kinases, Cytochrome P-450 CYP2D6, Epidermal Growth Factor, Genes, p16, Genetic Predisposition to Disease, Glutathione Transferase, Humans, Melanoma, Mutation, Penetrance, Polymorphism, Genetic, Proto-Oncogene Proteins, Receptors, Calcitriol, Receptors, Corticotropin, Receptors, Melanocortin, Skin Pigmentation, Tumor Suppressor Protein p14ARF, Ultraviolet Rays",https://pubmed.ncbi.nlm.nih.gov/12789280/,"Queensland Institute of Medical Research, 300 Herston Rd, Herston, QLD 4029, Australia. nickH@qimr.edu.au"
17147521,Red hair--a desirable mutation?,"Red hair is one of the most striking variants of human hair coloration and has historically been of profound social importance. Red hair in man is due to certain loss of function mutations of one of the peptide products of the pro-opiomelanocortin (POMC) gene, the melanocortin-1 receptor (MC1R, MIM 155555). Such functional mutations enable the melanocyte to produce red-yellow pheomelanin in preference to the default, black-brown eumelanin. This paper reviews the path of discovery of the MC1R in control of animal coat colour, the subsequent role of MC1R in human physiology and possibly wider role of MC1R in human skin carcinogenesis and human development through history.","Ha Thomas, Rees Jonathan L",Journal of cosmetic dermatology,2002,"Animals, Hair Color, Humans, Mutation, Receptor, Melanocortin, Type 1",https://pubmed.ncbi.nlm.nih.gov/17147521/,"Department of Dermatology, University of Edinburgh, Edinburgh, UK. Tha@ed.ac.uk"
18370847,Genetic mutations that prevent pain: implications for future pain medication.,"Part of the interindividual variability in pain therapy has been associated with genetic polymorphisms. Several genetic variants prevent or at least decrease pain in their carriers as compared with carriers of the respective wild-type or common alleles by impeding the generation, transmission and processing of nociceptive information or by increasing the local availability of active analgesics or their pharmacodynamic effects. Complete prevention of pain has so far been seen in six distinct rare hereditary syndromes, namely the 'channelopathy-associated insensitivity to pain', caused by 13 currently identified variants in the SCN9A gene coding for the alpha-subunit of the voltage-gated sodium channel, and five maladies belonging to the hereditary sensory and autonomic neuropathy (HSAN) I-V syndromes, caused by various mutations in several genes. Reduced pain in the average population has been associated with frequent variants in the micro-opioid receptor gene (OPRM1), catechol-O-methyltransferase gene (COMT), guanosine triphosphate cyclohydrolase 1/dopa-responsive dystonia gene (GCH1), transient receptor potential cation channel, subfamily V, member 1 gene (TRPV1) or the melanocortin-1 receptor gene (MC1R). Duplications/amplifications of the cytochrome P450 2D6 (CYP2D6) gene leading to increased enzyme function may cause intense opioid effects of codeine up to toxicity. The COMT V158M variant has been associated with decreased morphine requirements for analgesia. Inactivating MC1R variants have been associated with increased opioid analgesia of the micro-opioid receptor agonist morphine-6-glucuronide and, in women only, of kappa-opioid agonists. Finally, variants in the P-glycoprotein gene (ABCB1) conferring decreased transporter function have been associated with increased respiratory depressive effects of fentanyl. In summary, a finite number of genetic variants that prevent pain by decreasing nociception or increasing analgesia have been identified. Given the complex biological and psychological nature of pain, we will see in the near future how much of the interindividual variance in pain and analgesia is due to identifiable genetic causes, and to what extent genetics enters clinical pain therapy.","Oertel Bruno, Lötsch Jörn",Pharmacogenomics,2008,"Analgesics, Animals, Genetic Variation, Humans, Mutation, Pain",https://pubmed.ncbi.nlm.nih.gov/18370847/,"Pharmazentrum Frankfurt/ZAFES, Institute of Clinical Pharmacology, Johann Wolfgang Goethe-University, Theodor Stern Kai 7, 60590 Frankfurt am Main, Germany."
35484177,Identification and validation of prognosis-associated DNA repair gene signatures in colorectal cancer.,"Colorectal cancer (CRC) is the third most common malignant tumor. DNA damage plays a crucial role in tumorigenesis, and abnormal DNA repair pathways affect the occurrence and progression of CRC. In the current study, we aimed to construct a DNA repair-related gene (DRG) signature to predict the overall survival (OS) of patients with CRC patients. The differentially expressed DRGs (DE-DRGs) were analyzed using The Cancer Genome Atlas (TCGA) and Gene Expression Omnibus (GEO) databases. The prognostic gene signature was identified by univariate Cox regression and least absolute shrinkage and selection operator (LASSO)-penalized Cox proportional hazards regression analysis. The predictive ability of the model was evaluated using the Kaplan-Meier curves and time-dependent receiver operating characteristic (ROC) curves. The gene set enrichment analysis (GSEA) was performed to explore the underlying biological processes and signaling pathways. ESTIMATE and CIBERSORT were implemented to estimate the tumor immune score and immune cell infiltration status between the different risk group. The half-maximal inhibitory concentration (IC50) was evaluated to representing the drug response of this signature. Nine DE-DRGs (ESCO2, AXIN2, PLK1, CDC25C, IGF1, TREX2, ALKBH2, ESR1 and MC1R) signatures was constructed to classify patients into high- and low-risk groups. The risk score was an independent prognostic indicator of OS (hazard ratio > 1, P < 0.001). The genetic alteration analysis indicated that the nine DE-DRGs in the signature were changed in 63 required samples (100%), and the major alteration was missense mutation. Function enrichment analysis revealed that the immune response and mtotic sister chromatid segregation were the main biological processes. The high-risk group had higher immune score than the low-risk group. What's more, low-risk patients were more sensitive to selumetinib and dasatinib. The nine DE-DRGs signature was significantly associated with OS and provided a new insight for the diagnosis and treatment of CRC.","Song Dingli, Zhang Dai, Chen Sisi, Wu Jie, Hao Qian, Zhao Lili, Ren Hong, Du Ning",Scientific reports,2022,"Acetyltransferases, Biomarkers, Tumor, Chromosomal Proteins, Non-Histone, Colorectal Neoplasms, DNA Repair, Humans, Kaplan-Meier Estimate, Prognosis",https://pubmed.ncbi.nlm.nih.gov/35484177/,"Department of Neurology, The Second Affiliated Hospital, Xi'an Jiaotong University, Xi'an, China.; Department of Oncology, The Second Affiliated Hospital, Xi'an Jiaotong University, Xi'an, China.; Department of Thoracic Surgery, The First Affiliated Hospital, Xi'an Jiaotong University, Xi'an, 710061, Shaanxi, China.; Department of Thoracic Surgery, The First Affiliated Hospital, Xi'an Jiaotong University, Xi'an, 710061, Shaanxi, China. andrewdu@126.com.; Department of Thoracic Surgery, The First Affiliated Hospital, Xi'an Jiaotong University, Xi'an, 710061, Shaanxi, China. renh_med@163.comcom."
25247900,A review of the role of genetic testing in pain medicine.,"Pain clinicians have always been challenged by the variability of response to pain treatment. Differences in the degree of pain stimulation and pain sensitivity, weight and age differences, prior opioid use and tolerance, as well as the differences in bioavailability of various opioid formulations have been cited as causes for the wide variability in analgesia seen with opioids. Genetics may explain the variability of responses and help to predict more effective (or less dangerous) medication choices and doses. Genetics may also help to predict the response to specific opioids and antidepressants. In this review article, we discuss the genetic influence of nociception, analgesia, and hyoanalgesia. The CYP450 enzymes involved in the metabolism and activity of opioids and adjuvant analgesics are genetically controlled, as are the opioid receptors and a variety of brain chemistries. This article discusses the specific pain implications of genetic variations in CYP1A2, CYP2C8, CYP2C9, CYP2C19, CYP2D6, CYP2E1, CYP3A4, CYP3A7, OPRM1, OPRK1, OPRD1, COMT, GABA, UGT, MC1R, GCH1, ABCB1, P-glycoprotein, 5HTR1A, 5HTR2A, MTHFR, CACNA2D2, and 5-HTTLPR. Recent research findings suggest the relationship between genetic predisposition and clinical behavior, including the risk of opioid misuse and addiction. While urine drug testing may hint at genetic issues regarding opioid metabolism, cheek swab DNA testing has become economically viable, and we review the current and future genetic pain issues that may influence the decisions that pain clinicians make every day. Genetic testing may explain and predict many of the clinical responses seen with opioids and adjuvant medications, and may help the clinician identify those patients at genetic risk of opioid misuse and addiction.","Trescot Andrea M, Faynboym Semyon",Pain physician,2014,"Analgesics, Opioid, Genetic Testing, Humans, Opioid-Related Disorders, Pain, Pain Management",https://pubmed.ncbi.nlm.nih.gov/25247900/,"Pain and Headache Center, Wasilla, AK; Department of Psychiatry, Indiana University School of Medicine, Indianapolis, IN."
38439523,Genetic insights into Tietz albinism-deafness syndrome: A new dominant-negative mutation in MITF.,"Tietz albinism-deafness syndrome (TADS) is a rare and severe manifestation of Waardenburg syndrome that is primarily linked to mutations in MITF. In this report, we present a case of TADS resulting from a novel c.637G>C mutation in MITF (p.Glu213Gln; GenBank Accession number: NM_000248). A 3-year-old girl presented with congenital generalized hypopigmentation of the hair, skin, and irides along with complete sensorineural hearing loss. Histopathological and electron microscopy investigations indicated that this variant did not alter the number of melanocytes in the skin but significantly impaired melanosome maturation within melanocytes. Comprehensive melanin analysis revealed marked reductions in both eumelanin (EM) and pheomelanin (PM) rather than changes in the EM-to-PM ratio observed in oculocutaneous albinism. We conducted an electrophoretic mobility shift assay to investigate the binding capability of the identified variant to DNA sequences containing the E-box motif along with other known variants (p.Arg217del and p.Glu213Asp). Remarkably, all three variants exhibited dominant-negative effects, thus providing novel insights into the pathogenesis of TADS. This study sheds light on the genetic mechanisms underlying TADS and offers a deeper understanding of this rare condition and its associated mutations in MITF.","Yamamoto Kohei, Okamura Ken, Wakamatsu Kazumasa, Ito Shosuke, Akabane Kozue, Arai Yosuke, Kawaguchi Junnosuke, Hozumi Yutaka, Suzuki Tamio",Pigment cell & melanoma research,2024,"Child, Preschool, Female, Humans, Deafness, Genes, Dominant, Melanins, Melanocytes, Melanosomes, Microphthalmia-Associated Transcription Factor, Mutation, Waardenburg Syndrome",https://pubmed.ncbi.nlm.nih.gov/38439523/,"Department of Dermatology, Faculty of Medicine, Yamagata University, Yamagata, Japan.; Department of Ophthalmology, Faculty of Medicine, Yamagata University, Yamagata, Japan.; Institute for Melanin Chemistry, Fujita Health University, Toyoake, Japan."
20374726,The melanocortin-1 receptor gene polymorphism and association with human skin cancer.,"The melanocortin-1 receptor (MC1R) is a key gene involved in the regulation of melanin synthesis and encodes a G-protein coupled receptor expressed on the surface of the melanocyte in the skin and hair follicles. MC1R activation after ultraviolet radiation exposure results in the production of the dark eumelanin pigment and the tanning process in humans, providing physical protection against DNA damage. The MC1R gene is highly polymorphic in Caucasian populations with a number of MC1R variant alleles associated with red hair, fair skin, freckling, poor tanning, and increased risk of melanoma and nonmelanoma skin cancer. Variant receptors have shown alterations in biochemical function, largely due to intracellular retention or impaired G-protein coupling, but retain some signaling ability. The association of MC1R variant alleles with skin cancer risk remains after correction for pigmentation phenotype, indicating regulation of nonpigmentary pathways. Notably, MC1R activation has been linked to DNA repair and may also contribute to the regulation of immune responses.","Beaumont Kimberley A, Liu Yan Yan, Sturm Richard A",Progress in molecular biology and translational science,2009,"Genetic Predisposition to Disease, Humans, Phenotype, Pigmentation, Polymorphism, Genetic, Receptor, Melanocortin, Type 1, Skin Neoplasms",https://pubmed.ncbi.nlm.nih.gov/20374726/,"Melanogenix Group, Institute for Molecular Bioscience, The University of Queensland, Brisbane, Qld 4072, Australia."
21199646,Melanocortin MC₁ receptor in human genetics and model systems.,"The melanocortin MC(1) receptor is a G-protein coupled receptor expressed in the melanocytes of the skin and hair and is known for its key role in the regulation of human pigmentation. Melanocortin MC(1) receptor activation after ultraviolet radiation exposure results in a switch from the red/yellow pheomelanin to the brown/black eumelanin pigment synthesis within cutaneous melanocytes; this pigment is then transferred to the surrounding keratinocytes of the skin. The increase in melanin maturation and uptake results in tanning of the skin, providing a physical protection of skin cells from ultraviolet radiation induced DNA damage. Melanocortin MC(1) receptor polymorphism is widespread within the Caucasian population and some variant alleles are associated with red hair colour, fair skin, poor tanning and increased risk of skin cancer. Here we will discuss the use of mouse coat colour models, human genetic association studies, and in vitro cell culture studies to determine the complex functions of the melanocortin MC(1) receptor and the molecular mechanisms underlying the association between melanocortin MC(1) receptor variant alleles and the red hair colour phenotype. Recent research indicates that melanocortin MC(1) receptor has many non-pigmentary functions, and that the increased risk of skin cancer conferred by melanocortin MC(1) receptor variant alleles is to some extent independent of pigmentation phenotypes. The use of new transgenic mouse models, the study of novel melanocortin MC(1) receptor response genes and the use of more advanced human skin models such as 3D skin reconstruction may provide key elements in understanding the pharmacogenetics of human melanocortin MC(1) receptor polymorphism.","Beaumont Kimberley A, Wong Shu S, Ainger Stephen A, Liu Yan Yan, Patel Mira P, Millhauser Glenn L, Smith Jennifer J, Alewood Paul F, Leonard J Helen, Sturm Richard A",European journal of pharmacology,2011,"Animals, Cell Line, Genotype, Humans, Melanocytes, Melanoma, Phenotype, Pigmentation, Receptor, Melanocortin, Type 1",https://pubmed.ncbi.nlm.nih.gov/21199646/,"Institute for Molecular Bioscience, The University of Queensland, Brisbane QLD 4072, Australia."
38036989,Association between MC1R gene and coat color segregation in Shanxia long black pig and Lulai black pig.,"Coat color, as a distinct phenotypic characteristic of pigs, is often subject to preference and selection, such as in the breeding process of new breed. Shanxia long black pig was derived from an intercross between Berkshire boars and Licha black pig sows, and it was bred as a paternal strain with high-quality meat and black coat color. Although the coat color was black in the F<sub>1</sub> generation of the intercross, it segregated in the subsequent generations. This study aims to decode the genetic basis of coat color segregation and develop a method to distinct black pigs from the spotted in Shanxia long black pig. Only a QTL was mapped at the proximal end of chromosome 6, and MC1R gene was picked out as functional candidate gene. A total of 11 polymorphic loci were identified in MC1R gene, and only the c.67_68insCC variant was co-segregating with coat color. This locus isn't recognized by any restriction endonuclease, so it can't be genotyped by PCR-RFLP. The c.370G > A polymorphic locus was also significantly associated with coat color, and has been in tightly linkage disequilibrium with the c.67_68insCC. Furthermore, it is recognized by BspHI. Therefore, a PCR-RFLP method was set up to genotype this locus. Besides the 175 sequenced individuals, another more 1,391 pigs were genotyped with PCR-RFLP, and all of pigs with GG (one band) were black. MC1R gene (c.67_68insCC) is the causative gene (mutation) for the coat color segregation, and the PCR-RFLP of c.370G > A could be used in the breeding program of Shanxia long black pig.","Zheng Hao, Xiong San-Ya, Xiao Shi-Jun, Zhang Ze-Kai, Tu Jin-Min, Cui Deng-Shuai, Yu Nai-Biao, Huang Zhi-Yong, Li Long-Yun, Guo Yuan-Mei",BMC genomic data,2023,"Humans, Swine, Animals, Male, Female, Phenotype, Receptor, Melanocortin, Type 1, Genotype, Polymorphism, Restriction Fragment Length, Mutation",https://pubmed.ncbi.nlm.nih.gov/38036989/,"Jiangxi Shanxia Huaxi Pig Breeding Company Limited, Ganzhou, Jiangxi, 341000, China.; National Key Laboratory for Swine Genetic Improvement and Germplasm Innovation, Ministry of Science and Technology of China, Jiangxi Agricultural University, Nanchang, Jiangxi, 330045, China.; National Key Laboratory for Swine Genetic Improvement and Germplasm Innovation, Ministry of Science and Technology of China, Jiangxi Agricultural University, Nanchang, Jiangxi, 330045, China. gyuanmei@hotmail.com.; National Key Laboratory for Swine Genetic Improvement and Germplasm Innovation, Ministry of Science and Technology of China, Jiangxi Agricultural University, Nanchang, Jiangxi, 330045, China. lilongyun5816@outlook.com."
